symbol,date,pattern_name,pattern_direction,price_at_pattern,forward_1d_return,forward_5d_return,forward_10d_return,forward_20d_return,backward_1d_return,backward_5d_return
AACG,2025-06-16,bearish_engulfing,Bearish,0.81,0.024691358024691242,-0.038148148148148195,-0.012345679012345689,0.056171604938271544,-0.029475197699496712,-0.09131601000225488
AACG,2025-07-09,bullish_engulfing,Bullish,0.85,0.004470588235294148,0.00646941176470592,0.17647058823529416,,0.0258266956311851,0.06249999999999992
AACT,2025-06-16,hammer,Bullish,11.3,0.0008849557522123705,0.0,0.0008849557522123705,0.007079646017699121,0.0,-0.008771929824561372
AACT,2025-06-30,doji,Bearish,11.33,-0.0017652250661959023,-0.0008826125330979512,0.0061782877316858146,0.007943512797881717,0.001768346595932765,0.0035429583702392318
AACT,2025-07-03,doji,Bullish,11.3,0.0026548672566371113,0.005309734513274223,0.005309734513274223,,-0.0008841732979663825,0.0
AACT,2025-07-30,hammer,Bullish,11.45,-0.004366812227074143,,,,0.002626970227670697,0.004385964912280608
AACT,2025-07-23,bearish_engulfing,Bearish,11.4,0.0,0.004385964912280608,,,-0.0026246719160104427,0.0017574692442881873
AACT.WS,2025-06-03,doji,Bullish,1.36,0.02205882352941162,-0.1250000000000001,-0.1838235294117647,-0.19117647058823528,-0.021582733812949503,
AACT.WS,2025-06-04,shooting_star,Bearish,1.39,-0.13669064748201437,-0.07913669064748192,-0.1727338129496403,-0.028776978417266053,0.02205882352941162,
AACT.WS,2025-06-06,hammer,Bullish,1.27,-0.07078740157480322,-0.11811023622047237,-0.1811023622047244,0.03149606299212601,0.05833333333333339,
AACT.WS,2025-06-26,doji,Bullish,1.02,0.09803921568627459,0.32352941176470595,0.3823529411764705,0.37254901960784303,-0.019230769230769246,-0.11296634489955641
AACT.WS,2025-07-29,doji,Bearish,1.39,-0.057553956834532266,,,,0.014450445190483007,-0.06081081081081086
AACT.WS,2025-06-05,bearish_engulfing,Bearish,1.2,0.05833333333333339,-0.025000000000000022,-0.13333333333333328,0.12508333333333344,-0.13669064748201437,
AACT.WS,2025-06-11,bullish_engulfing,Bullish,1.28,-0.08593750000000007,-0.10164062500000008,-0.203125,0.10156249999999992,0.0756302521008404,-0.07913669064748192
AACT.WS,2025-06-20,bearish_engulfing,Bearish,1.04,0.0,0.07692307692307698,0.29817307692307693,0.4807692307692307,-0.09557352813288103,-0.11111111111111102
AADR,2025-06-11,shooting_star,Bearish,77.8919,0.003056800514559134,-0.013761379552944703,0.003827098838261628,0.0011310547053030825,-0.005084940605441301,0.0011812339331620776
AADR,2025-06-16,shooting_star,Bearish,78.38,-0.019265118652717416,-0.004975759122225065,-0.008292931870374987,-0.0005741260525644515,0.017789897415919884,-0.0010196278358398968
AADR,2025-06-18,shooting_star,Bearish,76.82,-0.004816454048424764,0.017833897422546274,0.02330122363967725,0.02564436344701918,-0.0006504488096788261,-0.013761379552944703
AADR,2025-06-24,morning_star,Bullish,77.99,0.00397486857289399,-0.003333760738556109,0.01936145659699968,0.031863059366585456,0.027671629990776048,-0.004975759122225065
AADR,2025-06-30,doji,Bearish,78.98,-0.015826791592808306,-0.00101291466193971,-0.005571030640668494,0.002076475056976468,0.008298225456402472,0.04071682698642777
AADR,2025-07-08,hammer,Bullish,78.9,0.007604562737642513,-0.004562737642585544,0.0036755386565271485,,0.009209516500383715,-0.00101291466193971
AADR,2025-07-09,doji,Bearish,79.5,-0.015220125786163443,-0.014654088050314543,0.012264150943396154,,0.007604562737642513,0.02277113083751442
AADR,2025-07-10,shooting_star,Bearish,78.29,-0.003959637246136189,0.009132711712862295,0.018393153659471168,,-0.015220125786163443,0.007010097112354514
AADR,2025-07-11,shooting_star,Bearish,77.98,0.0016670941266990953,0.010387278789433217,0.01647858425237236,,-0.003959637246136189,-0.00801424755120208
AADR,2025-07-14,shooting_star,Bearish,78.11,0.005505056970938508,0.007906798105236153,0.003712712840865526,,0.0016670941266990953,-0.0008953696597596237
AADR,2025-07-15,shooting_star,Bearish,78.54,-0.0026101349630762985,0.008276037687802284,0.007690348866819444,,0.005505056970938508,-0.004562737642585544
AADR,2025-07-22,morning_star,Bullish,79.19,0.016226796312665697,-0.000580881424422178,,,0.005873416692494149,0.008276037687802284
AADR,2025-06-12,bullish_engulfing,Bullish,78.13,-0.014335082554716376,-0.021502623832074654,0.0025598361704851254,-0.000255983617048458,0.003056800514559134,0.0003200819409767809
AADR,2025-06-20,bearish_engulfing,Bearish,76.45,-0.0073250490516677865,0.02459123610202741,0.022629169391759373,0.029792020928711478,-0.004816454048424764,-0.021502623832074654
AADR,2025-07-03,bullish_engulfing,Bullish,78.61,-0.005470041979391841,-0.00801424755120208,0.0022897850146292686,,0.01112611743520477,0.005371530886302618
AAL,2025-06-13,shooting_star,Bearish,10.37,0.05110896817743502,0.05110896817743502,0.08196721311475424,0.17357762777242053,-0.048623853211009274,-0.11969439728353143
AAL,2025-06-26,shooting_star,Bearish,11.13,0.013477088948786933,0.050314465408804916,0.09793351302785264,0.03324348607367468,0.006329113924050658,0.05198487712665413
AAL,2025-07-03,shooting_star,Bearish,11.69,-0.008554319931565411,0.045337895637296934,0.07014542343883665,,0.005159071367153802,0.050314465408804916
AAL,2025-07-18,doji,Bearish,12.51,-0.015187849720223781,-0.08073541167066345,,,0.004819277108433775,0.023731587561374723
AAL,2025-06-11,bearish_engulfing,Bearish,11.06,-0.014466546112115744,-0.04339963833634723,0.006329113924050658,0.10488245931283907,-0.06587837837837833,-0.03152364273204899
AAL,2025-06-23,bullish_engulfing,Bullish,10.9,0.04311926605504576,0.02935779816513764,0.0623853211009174,0.14678899082568803,0.026365348399246813,0.05110896817743502
AAL,2025-06-25,bearish_engulfing,Bearish,11.06,0.006329113924050658,0.05153707052441232,0.16998191681735975,0.03616636528028936,-0.027264731750219765,0.04734848484848485
AAL,2025-07-01,bullish_engulfing,Bullish,11.52,0.009548611111111216,-0.0034722222222221483,0.06510416666666667,-0.0008680555555555371,0.026737967914438405,0.013192612137203198
AAL,2025-07-15,bearish_engulfing,Bearish,12.17,0.008216926869350834,0.027115858668857854,-0.06162695152013147,,-0.016962843295638193,0.05094991364421415
AAL,2025-07-29,bearish_engulfing,Bearish,11.42,0.007880910683012247,,,,-0.013816925734024191,-0.0864
AAM,2025-06-24,doji,Bearish,10.42,-0.0004798464491363514,0.0004798464491363514,0.0,0.004932821497120847,0.0009606147934677989,0.0020772426527157443
AAM,2025-07-18,doji,Bearish,10.45,-0.0009569377990430418,0.00204784688995214,,,0.0014374700527071194,0.002879078694817597
AAM.WS,2025-06-03,hammer,Bullish,0.0999,0.0006406406406405867,0.05105105105105098,0.10110110110110107,-0.09909909909909916,-0.0010000000000000286,
AAM.WS,2025-06-04,hammer,Bullish,0.099964,-0.012644552038733957,-0.05365931735424747,0.10139650274098681,-0.009643471649793853,0.0006406406406405867,
AAM.WS,2025-06-06,shooting_star,Bearish,0.0999,0.0010010010010010296,0.00300300300300295,0.0010010010010010296,-0.024024024024024017,0.012158054711246268,
AAM.WS,2025-06-09,shooting_star,Bearish,0.1,0.049999999999999906,0.0,-0.011000000000000038,-0.136,0.0010010010010010296,0.0
AAM.WS,2025-06-16,shooting_star,Bearish,0.1,0.09999999999999995,-0.011000000000000038,-0.10000000000000009,-0.0010000000000000286,-0.001996007984031855,0.0
AAM.WS,2025-06-24,hammer,Bullish,0.1,-0.011000000000000038,-0.06000000000000005,-0.025000000000000022,0.121,-0.0925589836660617,-0.001996007984031855
AAM.WS,2025-06-25,hammer,Bullish,0.0989,0.00808897876643069,-0.08998988877654202,-0.12639029322548026,0.16279069767441864,-0.011000000000000038,-0.011000000000000038
AAM.WS,2025-07-01,doji,Bearish,0.1,-0.06000000000000005,-0.010000000000000009,0.29799999999999993,0.199,0.01626016260162606,-0.0925589836660617
AAM.WS,2025-07-02,shooting_star,Bearish,0.094,-0.04255319148936174,0.03723404255319152,0.05319148936170218,,-0.06000000000000005,-0.06000000000000005
AAM.WS,2025-07-23,shooting_star,Bearish,0.115,0.042600000000000006,-0.039130434782608726,,,0.15,0.15
AAM.WS,2025-07-31,hammer,Bullish,0.1199,,,,,0.08506787330316747,8.340353130559889e-06
AAM.WS,2025-07-17,bearish_engulfing,Bearish,0.099,0.009090909090909071,0.13232323232323231,,,-0.2372881355932203,0.015384615384615398
AAM.WS,2025-07-24,bullish_engulfing,Bullish,0.119899,-0.06504641406517152,8.340353130559889e-06,,,0.042600000000000006,-0.07627889060092445
AAME,2025-06-16,hammer,Bullish,1.85,-0.00540540540540541,0.1405405405405404,0.2810810810810811,0.03243243243243234,0.010928961748633888,0.05113636363636368
AAME,2025-06-17,hammer,Bullish,1.84,0.01630434782608697,0.12499999999999986,0.2826086956521738,0.21195652173913038,-0.00540540540540541,0.05747126436781615
AAME,2025-07-21,hammer,Bullish,2.24,-0.031250000000000125,-0.02678571428571431,,,0.02988505747126455,0.1200000000000001
AAME,2025-06-04,bullish_engulfing,Bullish,1.74,-0.005747126436781614,0.0402298850574713,0.07471264367816098,0.34482758620689646,0.017543859649122823,
AAME,2025-06-09,bullish_engulfing,Bullish,1.76,-0.011363636363636374,0.05113636363636368,0.1988636363636363,0.2556818181818182,0.023255813953488393,0.011494252873563229
AAME,2025-06-18,bullish_engulfing,Bullish,1.87,0.026737967914438405,0.08556149732620304,0.25133689839572176,0.1631016042780747,0.01630434782608697,0.03314917127071826
